#,Time of Day,Thread,Module,API,Return Value,Error,Duration
41311,41:21.8,1,IGN_TEAS.EXE,DispatchMessageA ( 0x001afe24 ),0,,0.0000049
41312,41:21.8,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",TRUE,,0.0005821
41317,41:21.8,1,IGN_TEAS.EXE,"DefWindowProcA ( 0x00080a28, WM_NCHITTEST, 0, 7864480 )",1,,0.0000153
41326,41:21.8,1,IGN_TEAS.EXE,"GetMessageA ( 0x001afe24, NULL, 0, 0 )",TRUE,,0.0007269
41327,41:21.8,1,IGN_TEAS.EXE,TranslateMessage ( 0x001afe24 ),FALSE,,0.0000006
41328,41:21.8,1,IGN_TEAS.EXE,DispatchMessageA ( 0x001afe24 ),0,,0.0000042
41329,41:21.8,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",TRUE,,0.0002732
41333,41:21.8,1,IGN_TEAS.EXE,"DefWindowProcA ( 0x00080a28, WM_NCHITTEST, 0, 7864480 )",1,,0.0000043
41342,41:21.8,1,IGN_TEAS.EXE,"GetMessageA ( 0x001afe24, NULL, 0, 0 )",TRUE,,0.0000919
41346,41:21.8,1,IGN_TEAS.EXE,"DefWindowProcA ( 0x00080a28, WM_NCHITTEST, 0, 7864480 )",1,,0.0000029
41358,41:21.8,1,IGN_TEAS.EXE,SetCursor ( NULL ),NULL,0 = The operation completed successfully. ,0.0000042
41359,41:21.8,1,IGN_TEAS.EXE,TranslateMessage ( 0x001afe24 ),FALSE,,0.0000003
41360,41:21.8,1,IGN_TEAS.EXE,DispatchMessageA ( 0x001afe24 ),0,,0.0000021
41362,41:21.8,1,IGN_TEAS.EXE,"DefWindowProcA ( 0x00080a28, WM_MOUSEMOVE, 0, 7864480 )",0,,0.0000004
41363,41:21.8,1,IGN_TEAS.EXE,"PeekMessageA ( 0x001afe24, NULL, 0, 0, PM_NOREMOVE )",FALSE,,0.0006674
41519,41:21.9,1,IGN_TEAS.EXE,timeGetTime (  ),758672,,0.0000345
41521,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 307200 )",0x0a712140,,0.0003899
41522,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 1966080 )",0x10865020,,0.0000376
41523,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 196608 )",0x0a75d158,,0.0002317
41524,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 131072 )",0x0a78d170,,0.0001244
41525,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 131072 )",0x0a7ad188,,0.0001058
41526,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign.pfm"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd70, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.0001414
41536,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.0000326
41538,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000132
41540,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign.pfm"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd68, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.0000558
41550,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.0000034
41552,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_CURRENT )",0,,0.0000083
41555,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_END )",5831571,,0.0000094
41558,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_CURRENT )",5831571,,0.0000044
41561,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_BEGIN )",0,,0.0000023
41563,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000094
41565,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 5831584 )",0x10a50020,,0.0000267
41566,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign.pfm"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd78, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.0000396
41576,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.0000031
41578,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, 0x001afd9c, FILE_BEGIN )",0,,0.0000025
41580,41:21.9,1,IGN_TEAS.EXE,"ReadFile ( 0x0000039c, 0x10a50020, 5828608, 0x001afd94, NULL )",TRUE,,0.00379
41582,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 4096 )",0x0a7cd1a0,,0.0000078
41583,41:21.9,1,IGN_TEAS.EXE,"ReadFile ( 0x0000039c, 0x0a7cd1a0, 4096, 0x001afd88, NULL )",TRUE,,0.0000388
41585,41:21.9,1,IGN_TEAS.EXE,"HeapFree ( 0x0a0e0000, 0, 0x0a7cd1a0 )",TRUE,,0.0000159
41586,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000171
41588,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign.psq"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd70, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.0001069
41598,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.0000046
41600,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000096
41602,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign.psq"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd68, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.0000412
41612,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.0000264
41614,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_CURRENT )",0,,0.0000276
41617,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_END )",288,,0.0000125
41620,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_CURRENT )",288,,0.0000043
41623,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_BEGIN )",0,,0.0000019
41625,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000204
41627,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign.psq"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd78, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.0000915
41637,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.0000043
41639,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, 0x001afd9c, FILE_BEGIN )",0,,0.0000025
41641,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 4096 )",0x0a7cd1a0,,0.0000114
41642,41:21.9,1,IGN_TEAS.EXE,"ReadFile ( 0x0000039c, 0x0a7cd1a0, 4096, 0x001afd88, NULL )",TRUE,,0.0000485
41644,41:21.9,1,IGN_TEAS.EXE,"HeapFree ( 0x0a0e0000, 0, 0x0a7cd1a0 )",TRUE,,0.0000023
41645,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000083
41647,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign.col"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd70, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.0000513
41657,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.0000031
41659,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000194
41661,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign.col"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd68, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.000055
41671,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.0000032
41673,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_CURRENT )",0,,0.0000052
41676,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_END )",776,,0.0000079
41679,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_CURRENT )",776,,0.0000049
41682,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_BEGIN )",0,,0.0000022
41684,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.000009
41686,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 784 )",0x0a0e0cb0,,0.0000012
41687,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign.col"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd78, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.0001144
41697,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.0000337
41699,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, 0x001afd9c, FILE_BEGIN )",0,,0.0000038
41701,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 4096 )",0x0a7cd1a0,,0.0000027
41702,41:21.9,1,IGN_TEAS.EXE,"ReadFile ( 0x0000039c, 0x0a7cd1a0, 4096, 0x001afd88, NULL )",TRUE,,0.0001646
41704,41:21.9,1,IGN_TEAS.EXE,"HeapFree ( 0x0a0e0000, 0, 0x0a7cd1a0 )",TRUE,,0.0000028
41705,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000141
41707,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign0.pic"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd70, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x000004a8,,0.000082
41717,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x000004a8 ),FILE_TYPE_DISK,,0.0000058
41719,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x000004a8 ),TRUE,,0.00002
41721,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign0.pic"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd68, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x000004a8,,0.0001139
41731,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x000004a8 ),FILE_TYPE_DISK,,0.0000038
41733,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x000004a8, 0, NULL, FILE_CURRENT )",0,,0.0000128
41736,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x000004a8, 0, NULL, FILE_END )",64846,,0.0000115
41739,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x000004a8, 0, NULL, FILE_CURRENT )",64846,,0.0000391
41742,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x000004a8, 0, NULL, FILE_BEGIN )",0,,0.0000047
41744,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x000004a8 ),TRUE,,0.0000158
41746,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 64848 )",0x0a7cd1a0,,0.0002284
41747,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign0.pic"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd78, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.0001497
41757,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.0000042
41759,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, 0x001afd9c, FILE_BEGIN )",0,,0.000003
41761,41:21.9,1,IGN_TEAS.EXE,"ReadFile ( 0x0000039c, 0x0a7cd1a0, 61440, 0x001afd94, NULL )",TRUE,,0.0000516
41763,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 4096 )",0x0a7dcf08,,0.0000019
41764,41:21.9,1,IGN_TEAS.EXE,"ReadFile ( 0x0000039c, 0x0a7dcf08, 4096, 0x001afd88, NULL )",TRUE,,0.0000297
41766,41:21.9,1,IGN_TEAS.EXE,"HeapFree ( 0x0a0e0000, 0, 0x0a7dcf08 )",TRUE,,0.0000018
41767,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000101
41769,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign1.pic"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd70, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.000082
41779,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.0000039
41781,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000118
41783,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign1.pic"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd68, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.0000499
41793,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.0000034
41795,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_CURRENT )",0,,0.000005
41798,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_END )",308046,,0.0000065
41801,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_CURRENT )",308046,,0.0000045
41804,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_BEGIN )",0,,0.0000022
41806,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000083
41808,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 308048 )",0x10ff0048,,0.0002037
41809,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign1.pic"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd78, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.0000419
41819,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.000003
41821,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, 0x001afd9c, FILE_BEGIN )",0,,0.0000022
41823,41:21.9,1,IGN_TEAS.EXE,"ReadFile ( 0x0000039c, 0x10ff0048, 307200, 0x001afd94, NULL )",TRUE,,0.0000662
41825,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 4096 )",0x1103b3b0,,0.000001
41826,41:21.9,1,IGN_TEAS.EXE,"ReadFile ( 0x0000039c, 0x1103b3b0, 4096, 0x001afd88, NULL )",TRUE,,0.0000273
41828,41:21.9,1,IGN_TEAS.EXE,"HeapFree ( 0x0a0e0000, 0, 0x1103b3b0 )",TRUE,,0.000001
41829,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000071
41831,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign2.pic"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd70, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.0000464
41841,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.0000029
41843,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000087
41845,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign2.pic"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd68, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.0000328
41855,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.0000029
41857,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_CURRENT )",0,,0.0000046
41860,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_END )",308046,,0.0000065
41863,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_CURRENT )",308046,,0.0000045
41866,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_BEGIN )",0,,0.0000031
41868,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000078
41870,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 308048 )",0x1103b3b0,,0.0001934
41871,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign2.pic"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd78, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.0000325
41881,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.0000027
41883,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, 0x001afd9c, FILE_BEGIN )",0,,0.0000025
41885,41:21.9,1,IGN_TEAS.EXE,"ReadFile ( 0x0000039c, 0x1103b3b0, 307200, 0x001afd94, NULL )",TRUE,,0.0000738
41887,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 4096 )",0x11086718,,0.000001
41888,41:21.9,1,IGN_TEAS.EXE,"ReadFile ( 0x0000039c, 0x11086718, 4096, 0x001afd88, NULL )",TRUE,,0.0000217
41890,41:21.9,1,IGN_TEAS.EXE,"HeapFree ( 0x0a0e0000, 0, 0x11086718 )",TRUE,,0.0000009
41891,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000063
41893,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign4.pic"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd70, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.0000518
41903,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.0000034
41905,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000085
41907,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign4.pic"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd68, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x0000039c,,0.0000317
41917,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x0000039c ),FILE_TYPE_DISK,,0.000003
41919,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_CURRENT )",0,,0.0000044
41922,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_END )",308046,,0.0000178
41925,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_CURRENT )",308046,,0.0000124
41928,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x0000039c, 0, NULL, FILE_BEGIN )",0,,0.0000027
41930,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x0000039c ),TRUE,,0.0000157
41932,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 308048 )",0x11086718,,0.0003257
41933,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign4.pic"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd78, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x000003a4,,0.0001134
41943,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x000003a4 ),FILE_TYPE_DISK,,0.0000065
41945,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x000003a4, 0, 0x001afd9c, FILE_BEGIN )",0,,0.0000361
41947,41:21.9,1,IGN_TEAS.EXE,"ReadFile ( 0x000003a4, 0x11086718, 307200, 0x001afd94, NULL )",TRUE,,0.0000762
41949,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 4096 )",0x110d1a80,,0.0000018
41950,41:21.9,1,IGN_TEAS.EXE,"ReadFile ( 0x000003a4, 0x110d1a80, 4096, 0x001afd88, NULL )",TRUE,,0.0000296
41952,41:21.9,1,IGN_TEAS.EXE,"HeapFree ( 0x0a0e0000, 0, 0x110d1a80 )",TRUE,,0.0000026
41953,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x000003a4 ),TRUE,,0.0000117
41955,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign3.pic"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd70, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x000004cc,,0.0008308
41965,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x000004cc ),FILE_TYPE_DISK,,0.0000055
41967,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x000004cc ),TRUE,,0.0000162
41969,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign3.pic"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd68, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x000004cc,,0.0000553
41979,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x000004cc ),FILE_TYPE_DISK,,0.0000036
41981,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x000004cc, 0, NULL, FILE_CURRENT )",0,,0.0000063
41984,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x000004cc, 0, NULL, FILE_END )",308046,,0.0000076
41987,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x000004cc, 0, NULL, FILE_CURRENT )",308046,,0.0000058
41990,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x000004cc, 0, NULL, FILE_BEGIN )",0,,0.0000028
41992,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x000004cc ),TRUE,,0.0000082
41994,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 308048 )",0x110d1a80,,0.000214
41995,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign3.pic"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd78, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x000004cc,,0.0000393
42005,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x000004cc ),FILE_TYPE_DISK,,0.0000034
42007,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x000004cc, 0, 0x001afd9c, FILE_BEGIN )",0,,0.0000031
42009,41:21.9,1,IGN_TEAS.EXE,"ReadFile ( 0x000004cc, 0x110d1a80, 307200, 0x001afd94, NULL )",TRUE,,0.0000726
42011,41:21.9,1,IGN_TEAS.EXE,"HeapAlloc ( 0x0a0e0000, 0, 4096 )",0x1111cde8,,0.0000015
42012,41:21.9,1,IGN_TEAS.EXE,"ReadFile ( 0x000004cc, 0x1111cde8, 4096, 0x001afd88, NULL )",TRUE,,0.0000258
42014,41:21.9,1,IGN_TEAS.EXE,"HeapFree ( 0x0a0e0000, 0, 0x1111cde8 )",TRUE,,0.0000015
42015,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x000004cc ),TRUE,,0.0000097
42017,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\ign.pan"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd70, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x000004cc,,0.0000552
42027,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x000004cc ),FILE_TYPE_DISK,,0.0000059
42029,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x000004cc, 0, 0x001afd94, FILE_BEGIN )",0,,0.0000035
42031,41:21.9,1,IGN_TEAS.EXE,"ReadFile ( 0x000004cc, 0x0a790000, 65536, 0x001afd8c, NULL )",TRUE,,0.0000452
42033,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x000004cc ),TRUE,,0.0000101
42035,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\IGN1.TEX"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd84, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x000004a8,,0.0000893
42045,41:21.9,1,IGN_TEAS.EXE,GetFileType ( 0x000004a8 ),FILE_TYPE_DISK,,0.000004
42047,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x000004a8, 0, NULL, FILE_CURRENT )",0,,0.0000061
42050,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x000004a8, 0, NULL, FILE_END )",1048768,,0.0000603
42053,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x000004a8, 0, NULL, FILE_CURRENT )",1048768,,0.0000078
42056,41:21.9,1,IGN_TEAS.EXE,"SetFilePointer ( 0x000004a8, 0, NULL, FILE_BEGIN )",0,,0.0000027
42058,41:21.9,1,IGN_TEAS.EXE,CloseHandle ( 0x000004a8 ),TRUE,,0.000018
42060,41:21.9,1,IGN_TEAS.EXE,"CreateFileA ( ""data\IGN1.TEX"", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x001afd70, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )",0x000004a8,,0.0000659
